type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place
status	post_user_1008279892518211	1008279892518211_1199891060023759	https://www.facebook.com/1008279892518211/posts/1199891060023759	Tawa brabi hada makoul parking ou plutôt un simple espace derrière monoprix ex touta entré  ariana le faîte de rentrer faire ses courses ont vous demande de régler tenez vous bien 5d l heure😠					2016-05-27T14:54:34+0000	1464360874	2016-05-27 16:54:34	0	10	1	0	11	6	2	4	9	0	0	0	0	0	0	0	0	ariana
link	post_user_1008279892518211	1008279892518211_1199909346688597	https://www.facebook.com/1008279892518211/posts/1199909346688597	La municipalité et la police municipale ne font  rien pour  les abus et dépassements.  Alors que le pays est ravagé par les constructions anarchiques  Alors que les trottoirs sont privatisés par les commerçants  Alors que les dépassements sont généralisés la Municipalité a  trouvé SA PRIORITÉ  son  urgence  l urgence de démolir ce qui est beau  ce qui se distingue par mépris ou par bêtise ou par haine de l autre  ou je ne sais quoi..je ne trouve plus les mots!  Ils se sont attaqués  à des personnes vulnérables car ils ne sont pas chez eux malgré qu ils ont respecté les lois du pays  ils ont cru en ce pays ; ont fait confiance aux tunisiens et sont venus s installer.  Je rappelle  que certains tunisiens l ont quitté ou désertés le pays après la révolution..  Je soutien cette famille et je vous prie de faire pareil. Parce que la Tunisie est une terre de paix et ceux qui sont derrière cet acte barbare n auront jamais gain de cause pour  salir ce pays que nous aimons tous malgré tout. 	https://external.xx.fbcdn.net/safe_image.php?d=AQA9Z7KP99hR124f&w=130&h=130&url=http%3A%2F%2Fkapitalis.com%2Ftunisie%2Fwp-content%2Fuploads%2F2016%2F05%2FDiar-Ben-Diar.jpg&cfs=1&_nc_hash=AQC2YeV8ztdUyoLU	https://external.xx.fbcdn.net/safe_image.php?d=AQD3RfQSMMqTqjI9&url=http%3A%2F%2Fkapitalis.com%2Ftunisie%2Fwp-content%2Fuploads%2F2016%2F05%2FDiar-Ben-Diar.jpg&_nc_hash=AQCrs8hHYlUV8pao	http://kapitalis.com/tunisie/2016/05/25/les-dessous-de-la-demolition-de-la-maison-dhotes-de-hergla/	kapitalis.com	2016-05-27T15:29:40+0000	1464362980	2016-05-27 17:29:40	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1198681266811405	https://www.facebook.com/1008279892518211/posts/1198681266811405	Fadhel Ben Chehida shared ‎ذكريات تونسية‎ s photo to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/13267717_631062823712784_3857668072894787747_n.jpg?oh=2214dbfa6cdd357552a7d7f75a82f158&oe=5A482847	https://scontent.xx.fbcdn.net/v/t1.0-9/13267717_631062823712784_3857668072894787747_n.jpg?oh=83fe662f00ced59ff771556114acd551&oe=5A3F26C9	https://www.facebook.com/thwkrayettounseya/photos/a.217640245055046.1073741828.217541175064953/631062823712784/?type=3	facebook.com	2016-05-25T14:10:21+0000	1464185421	2016-05-25 16:10:21	25	2	25	0	27	2	1	1	0	0	24	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1198849620127903	https://www.facebook.com/1008279892518211/posts/1198849620127903	حيّ الزهور في تونس . حرقان الزّبلة فوق القنطرة وتحتها واد!؟	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13267898_10209609568614969_402627883218536364_n.jpg?oh=c523fc0db419240976b793a6b4decff1&oe=5A50D610	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13267898_10209609568614969_402627883218536364_n.jpg?oh=69921fba545090f4085d4b79b677793a&oe=5A480705	https://www.facebook.com/photo.php?fbid=10209609568614969&set=gm.1198849620127903&type=3	facebook.com	2016-05-25T20:37:30+0000	1464208650	2016-05-25 22:37:30	3	0	8	1	9	0	0	0	0	0	3	0	0	0	0	5	0	tunis
status	post_user_1008279892518211	1008279892518211_1198300496849482	https://www.facebook.com/1008279892518211/posts/1198300496849482	Aya pour rire un peu en ces temps difficiles.  Voila un oiseau tunisien					2016-05-24T21:39:17+0000	1464125957	2016-05-24 23:39:17	19	5	24	0	29	5	5	0	1	0	19	1	1	3	0	0	0	tunis
link	post_user_1008279892518211	1008279892518211_1194543580558507	https://www.facebook.com/1008279892518211/posts/1194543580558507	Après sa parution dans La Presse magazine  le 15 mai 2016  le site  Tunisiens de France  a publié mon article « La médina : les splendeurs de l architecture tunisoise du XVIIe siècle...». Cette version numérique de cet article  qui explore les trésors architecturaux de la médina de Tunis à l époque ottomane  présente une remarquable clarté et des illustrations de grande qualité. 	https://external.xx.fbcdn.net/safe_image.php?d=AQD_sVPAMnBd7WDQ&w=130&h=130&url=http%3A%2F%2Ftunisiens-de-france.com%2Fwp-content%2Fuploads%2F2016%2F05%2Fsplendeurs_tunisoises_photo_couverture.jpg&cfs=1&_nc_hash=AQAXOUUbrCUeGbgF	https://external.xx.fbcdn.net/safe_image.php?d=AQDhHXL0v5Z3Dfu0&url=http%3A%2F%2Ftunisiens-de-france.com%2Fwp-content%2Fuploads%2F2016%2F05%2Fsplendeurs_tunisoises_photo_couverture.jpg&_nc_hash=AQANTdfA4n1T0zSC	http://tunisiens-de-france.com/les-splendeurs-de-larchitecture-tunisoise-du-xviie-siecle/	tunisiens-de-france.com	2016-05-18T19:47:17+0000	1463600837	2016-05-18 21:47:17	13	2	13	0	15	2	1	1	1	0	13	0	0	0	0	0	0	tunis
link	post_user_1008279892518211	1008279892518211_1193765000636365	https://www.facebook.com/1008279892518211/posts/1193765000636365	Esperons que ce n est pas de la poudre aux yeux...  Qui peut vérifier sur place?  #winou_etrottoir_tunis	https://external.xx.fbcdn.net/safe_image.php?d=AQANgxRNBUo8nW-P&w=130&h=130&url=http%3A%2F%2Fwww.mosaiquefm.net%2Fuploads%2Fcontent%2Fthumbnails%2F1463482787_article.jpg&cfs=1&_nc_hash=AQD94gyxxbzSdd6b	https://external.xx.fbcdn.net/safe_image.php?d=AQDg2vYn1eVTJfbK&url=http%3A%2F%2Fwww.mosaiquefm.net%2Fuploads%2Fcontent%2Fthumbnails%2F1463482787_article.jpg&_nc_hash=AQATniPhvl0H6kyP	http://www.mosaiquefm.net/ar/تونس-أخبار-وطنية/14105/العاصمة-حملة-القضاء-الانتصاب-الفوضوي-استغلال-الأرصفة.html	mosaiquefm.net	2016-05-17T12:48:27+0000	1463489307	2016-05-17 14:48:27	51	11	52	0	63	11	11	0	10	0	51	1	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1195235607155971	https://www.facebook.com/1008279892518211/posts/1195235607155971	لست أدري لما وقع نقل تمثال ملهمة إسم أريانة إلى مفترق طرقات المنازه ولست أدري ما علاقة المنزه 6 بAriane الحاملة لباقة الورود رمز لورد أريانة ;) ، شخصيا تمنيت أن يقع تركيزه في أحد ساحات أريانة المدينة حتى يحترم تاريخ مدينة الورود وموروثها ويعطى ما لقيصر لقيصر . على كل مرحبا بAriane في مفترق  شارعي عمار إبن ياسر وعثمان بن عفّان					2016-05-19T22:08:49+0000	1463695729	2016-05-20 00:08:49	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	ariana
status	post_user_1008279892518211	1008279892518211_1191886277490904	https://www.facebook.com/1008279892518211/posts/1191886277490904	je vais vous raconter une histoire pour rire un peu dans le quartier ou j habite à marsa cubes il y a les mobylettes qui passent toute la nuit et tot le matin pour ramasser les canettes et les bouteilles en plastiques dans les poubelles cet habitué je suis déscendue lui parler en lui disant ne passe plus tot le matin tu nous réveilles avec ta mobylette et le bruit des canettes jetées par terre et les bouteilles il a commencé à me parler de religion soit disant que moi je ne ne suis pas musulmane oui  je veux la paix dans mon quartier au moins la nuit  je l attends au tournant voilà comment on vit aujourd hui dans les quartiers censés etre calmes et tranquilles je ne vous parles pas de l été ou ils passent tout la nuit jusqu au matin à rouler et à chercher dans les poubelles la vie en tunisie est devenue invivable idinya mssayba il y a que des voyoux qui sont capables de tout et nous on doit subir jamais au grand jamais quitte à laisser ma peau j en ai mare de cette hamajiya  qui vient jusqu à nos domiciles nous priver du calme et de la sérenité et du bien etre qu ils aillent en enfer ces térroristes du quotidien					2016-05-14T07:29:21+0000	1463210961	2016-05-14 09:29:21	22	45	29	4	78	44	31	13	53	0	21	2	2	1	0	2	0	tunis
status	post_user_1008279892518211	1008279892518211_1192722794073919	https://www.facebook.com/1008279892518211/posts/1192722794073919	À tous mes ami(e)s du groupe  ceci est la version PDF de mon article  « La médina : les splendeurs de l architecture tunisoise du XVIIe siècle...»  paru aujourd hui  15 mai 2016  dans La Presse magazine. Dans cet article  outre un aperçu historique  j analyse certaines caractéristiques architecturales et ornementales des superbes monuments religieux et funéraires que le XVIIe siècle a légué à la médina de Tunis.					2016-05-15T16:17:49+0000	1463329069	2016-05-15 18:17:49	17	0	17	3	20	0	0	0	0	0	16	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1190243950988470	https://www.facebook.com/1008279892518211/posts/1190243950988470	#abda_brouhek كيف ندخل هنا و نشوف الناس الكل تعلق على تصرفات الناس اللي مخالفة القانون نقول ياخي شكون الي يطيش في الزبلة و شكون الي ياقف عالتروتوار ؟؟؟ و شكون ما يحترمش إشارات المرور و شكون الي ياقف في الكياس بش يهز ولدو مالمكتب و شكون الي ياقف بش يشري باقات و شكون شكونن؟؟؟؟ تي هاي الكلها ظد هالمظاهر الاحضارية شكونهم ناس أخرى ؟؟؟؟ الي فهمتو الي الشعب التونسي سكيزوفران .......@abda_brouhek  أبدا بروحك					2016-05-11T10:24:32+0000	1462962272	2016-05-11 12:24:32	23	13	23	0	36	13	10	3	7	0	22	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1191865980826267	https://www.facebook.com/1008279892518211/posts/1191865980826267	السلام عليكم.  أرى كل مرة عدم رضاكم بسلوك أغلب أصحاب السيارات في تونس و خاصة العاصمة و المدن الكبرى و هو سلوك غير حضاري و ممارسات مرفوضة لكن هل تساءلتم يوما ما يضطر هؤلاء إلى هذه الممارسات المرفوضة و الغدير حضارية و لائقة بشعب أغلبه متعلم؟ هل حاولتم بدراسة الظاهرة و المشكلة؟  هل حاولتم فهم هؤلاء الفوضويين؟ ! هل حاولتم معرفة من المسؤول أو المسؤولين عن هذه الفوضى؟! عليكم بمحاسبة المسؤولين الحقيقيين و الجميع. كلنا مسؤولون عن هذا. فكروا قليلا.					2016-05-14T06:24:23+0000	1463207063	2016-05-14 08:24:23	2	7	2	0	9	7	7	0	4	0	2	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1191639120848953	https://www.facebook.com/1008279892518211/posts/1191639120848953	عزيزي صاحب المرسيدس رباعية الدفع الفارهة، في بالي إقامتك في الخارج ما تعلمت منها شيئ، حيث أن في الخارج تتعلم شوية تحضر تخليك تراكي كرهبتك في باركينڨ موش فوق التروتوار!  والله كي تكسب رولس رويس مادام عقليتك تاعبة ما توصلش تأثر في العباد المتحضرة!  المكان : صفاقس، قدام scood، قاعة شاي branchée!!! مازاتلو مترو و نصف و يدخلها للقهوة!! شيئ مقزز مقرف و يحزن!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13227041_10154202496457718_1350219529404659155_n.jpg?oh=377b6f000b20fbed8578f7130832c372&oe=5A3F4D4A	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/13227041_10154202496457718_1350219529404659155_n.jpg?oh=59e64d20c628f47fe566ae2eb393e7d4&oe=5A479C3E	https://www.facebook.com/photo.php?fbid=10154202496457718&set=gm.1191639120848953&type=3	facebook.com	2016-05-13T19:18:43+0000	1463167123	2016-05-13 21:18:43	33	51	43	6	100	51	27	24	37	0	33	1	0	0	3	5	0	sfax
link	post_user_1008279892518211	1008279892518211_1190797427599789	https://www.facebook.com/1008279892518211/posts/1190797427599789	Les municipalités peuvent s enrichir en louant d une manière organisée une partie des trottoirs  tout en garantissant une voie sécurisée pour les piétons. Elles peuvent aussi s enrichir avec les amandes aux infractions des règlements municipaux. Mais l absence d organisation et la fainéantise et la corruption des responsables et agents municipaux sont des devises courantes dans les municipalités tunisiennes. Et dire que la majorité des municipalités sont déficitaires et ne peuvent pas agir à cause du manque de d argent ou de moyens  c est de la pure  langue de bois  de plusieurs politiciens et responsables d Etat dans notre pays.  	https://external.xx.fbcdn.net/safe_image.php?d=AQBtI4PbiQTHDO0_&w=130&h=130&url=http%3A%2F%2Fwww.commune-tunis.gov.tn%2Fpublish%2Fimages%2Fmunicipalite%2Farondissement.jpg&cfs=1&_nc_hash=AQCy3iOMxAjJXOt2	https://external.xx.fbcdn.net/safe_image.php?d=AQDXZux-FYiSedfM&url=http%3A%2F%2Fwww.commune-tunis.gov.tn%2Fpublish%2Fimages%2Fmunicipalite%2Farondissement.jpg&_nc_hash=AQAt4YtAonFx0v_f	http://www.commune-tunis.gov.tn/publish/content/article.asp?id=645	commune-tunis.gov.tn	2016-05-12T10:15:37+0000	1463048137	2016-05-12 12:15:37	9	9	11	0	20	9	7	2	5	0	9	2	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1190457420967123	https://www.facebook.com/1008279892518211/posts/1190457420967123	 Etre en Niqab en mini jupe ou en maillot de bain ne concerne en aucun cas le groupe.  Le dire ne rajoute rien au fait qu une IMBECILE croyante  pratiquante ou pas a eu un comportement incivique envers d autres personnes en leur bloquant la voie.   Nous sommes presque 60.000 dans ce groupe toutes tendance obedience confondus  essayons de nous tenir au fait et de ne pas juger les gens selon leur conscience race religion ou pays.  Notre combat est commun a tous les tunisiens  récuperer notre droit de Cité  recuperer notre veritable citoyenneté  La charte du groupe est d ailleurs tres precise la dessus.   Il est aussi intolerable d insulter de calomnier dappeler a la haine ou a la violence dans ce groupe. Tout membre du groupe ne respectant pas la charte sera immediatement exclu  nous esperons avoir ete tre clair   au nom de tous les administrateur de #winou_etrottoir					2016-05-11T18:52:17+0000	1462992737	2016-05-11 20:52:17	197	34	204	7	245	34	24	10	34	0	190	7	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1191331360879729	https://www.facebook.com/1008279892518211/posts/1191331360879729	bonjour bonjours les voleurs de mon pays  merci pour la dévaluation vertigineuse du dinar.. nous sommes des bêtes .. et nous acceptons le plus gros hold up de l histoire de la tunisie.. il dépassa largement celui de 1881... prosternons-nous devant la banque mondiale ne contestons pas ce qu elle décide pour nous					2016-05-13T07:04:30+0000	1463123070	2016-05-13 09:04:30	10	1	10	2	13	1	1	0	1	0	10	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1190194057660126	https://www.facebook.com/1008279892518211/posts/1190194057660126	يارب تنور تونس	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13151661_1333698036646986_1191082812654406750_n.jpg?oh=b94201244b42efbb5182ed3596ef8586&oe=5A4CBCF7	https://scontent.xx.fbcdn.net/v/t1.0-9/13151661_1333698036646986_1191082812654406750_n.jpg?oh=327f49a31a6c3e30c29a23b36f61a7d2&oe=5A5C4A9C	https://www.facebook.com/photo.php?fbid=1333698036646986&set=gm.1190194057660126&type=3	facebook.com	2016-05-11T08:05:21+0000	1462953921	2016-05-11 10:05:21	87	7	88	102	197	6	3	3	4	0	85	1	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1190469197632612	https://www.facebook.com/1008279892518211/posts/1190469197632612	Peut-on continuer à partager (dans la  joie  et la  bonne humeur ) ce que nous aimerions voir s améliorer en Tunisie  c est-à-dire les structures aux services des piétons ? Parce-que franchement ça commence à bien faire les pleureurs et pleureuses qui pensent qu il s agit ici de leur propre mur Facebook. J aime voir l actualité du pays  la vraie en temps réel concernant le débat des trottoirs (ça peut faire rire mais c est la vie des tunisiens au quotidien...). Peace ✌					2016-05-11T19:18:11+0000	1462994291	2016-05-11 21:18:11	11	6	11	0	17	6	5	1	4	0	11	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1190335377645994	https://www.facebook.com/1008279892518211/posts/1190335377645994	Bonjour les admins de ce groupe. Vous êtes là pour contrôler le déferlement de propos racistes et haineux contre Madame Tuyet Nguyen ? C est une honte qui ne fait honneur ni à la Tunisie  ni au groupe et encore moins aux tunisiens. Chey ya3mel El 3ar					2016-05-11T13:58:56+0000	1462975136	2016-05-11 15:58:56	37	46	38	1	85	46	21	25	124	0	37	1	0	0	0	0	0	tunis
video	post_user_1008279892518211	1008279892518211_1189638104382388	https://www.facebook.com/1008279892518211/posts/1189638104382388	a  ceux a qui ont insulter la police a cause d un chien tuer en dehors de la  aison du proprietaire;vous vous sentez  de vrais tunisiens ya dnoubi si cette video n as rien a voire  avec cette page on parle  d un chien tuer dans une rue	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13176554_536929796432129_119191621_n.jpg?oh=6bacb26655e859f7f9883cfb281fa3a9&oe=5A4D180A	https://scontent.xx.fbcdn.net/v/t15.0-10/13176554_536929796432129_119191621_n.jpg?oh=a9a89c8feb9bf4390a608b834ee806a8&oe=5A5D611E	https://www.facebook.com/mag.t24/videos/536929383098837/	facebook.com	2016-05-10T08:13:34+0000	1462868014	2016-05-10 10:13:34	45	60	45	0	105	60	29	31	46	0	44	0	0	0	0	0	0	tunis
