type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place
photo	post_user_1008279892518211	1008279892518211_1128562743823258	https://www.facebook.com/1008279892518211/posts/1128562743823258	الكلّ يساهم في إنقاض تونس بعيدا على السياسة والسياسيين  مائة ملّيم قادرة على تغيير الوصع في كل المناطق	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10273745_1267240183289929_3992527893095601906_n.jpg?oh=4c8c545a56fc1d2997259686cb5e1aa0&oe=5A43F526	https://scontent.xx.fbcdn.net/v/t1.0-9/10273745_1267240183289929_3992527893095601906_n.jpg?oh=744b1bfc3798334fbfcd003b81c865c2&oe=5A4AF04D	https://www.facebook.com/photo.php?fbid=1267240183289929&set=gm.1128562743823258&type=3	facebook.com	2016-02-09T22:55:22+0000	1455058522	2016-02-09 23:55:22	129	28	129	254	411	25	18	7	19	0	124	0	0	0	0	0	0	tunis
video	post_user_1008279892518211	1008279892518211_1139774756035390	https://www.facebook.com/1008279892518211/posts/1139774756035390	يحدث بتونس : محطة نقل المسافرين باب سعدون تتحول لقاعة أفراح بالليل  https://www.facebook.com/Bizerte.Tunisie.Bizerta/videos/418031494988004/?autoplay_reason=gatekeeper&video_container_type=0&app_id=2392950137	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12496619_418032811654539_1368792457_n.jpg?oh=b8fef3a31b3866974ab142ff6de59d4e&oe=5A41FD45	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12496619_418032811654539_1368792457_n.jpg?oh=6743aaa0edffc2332bbf6294d01e378c&oe=5A49CF39	https://www.facebook.com/BanzartFM/videos/418031494988004/	facebook.com	2016-03-01T00:04:51+0000	1456790691	2016-03-01 01:04:51	5	3	5	0	8	2	2	0	0	0	5	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1139145462764986	https://www.facebook.com/1008279892518211/posts/1139145462764986	Abbatage d eucalyptus route du kef 😕😕😕	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10394598_10209283064580507_7249092259920582141_n.jpg?oh=bb20b34209337ccd45b04b7ed5070614&oe=5A56458A	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10394598_10209283064580507_7249092259920582141_n.jpg?oh=105664cd3312698d00c992d39a3ebe0d&oe=5A506B87	https://www.facebook.com/photo.php?fbid=10209283064580507&set=gm.1139145462764986&type=3	facebook.com	2016-02-28T19:20:19+0000	1456687219	2016-02-28 20:20:19	18	9	25	9	43	9	8	1	6	0	18	0	0	0	0	7	0	kef
link	post_user_1008279892518211	1008279892518211_1137221399624059	https://www.facebook.com/1008279892518211/posts/1137221399624059	Wassila Hammami shared ‎Akhbar Al Joumhouria Newspaper Tunisia - جريدة أخبار الجمهورية تونس‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/c65.0.130.130/p130x130/12744433_10153263319477554_9068885309602873771_n.jpg?oh=5ddaa91ff81c394b4700c2562ffc0fd6&oe=5A4E8079	https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xlt1/v/t1.0-9/12744433_10153263319477554_9068885309602873771_n.jpg?oh=93751b8c6fe9da2239620a63e8bb0ccb&oe=57702F67&__gda__=1464822702_85799e5faf479ddfb164c934d5f83d6b	http://www.jomhouria.com/art48793_عاجل:%203%20أشهر%20سجنا%20وخطية%20ضدّ%20صاحب%20قاعة%20شاي%20قطع%20شجرة%20كالاتوس%20بقرطاج	jomhouria.com	2016-02-25T13:41:13+0000	1456407673	2016-02-25 14:41:13	1	1	1	0	2	1	1	0	0	0	1	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1137191426293723	https://www.facebook.com/1008279892518211/posts/1137191426293723	شوف في تونس حتي عصفور السطح في شكل تمساح  لا اله الا الله	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12743701_482875371903068_210040392690471925_n.jpg?oh=77c3b8605ffbc9ddd6435a795d2f4868&oe=5A418175	https://scontent.xx.fbcdn.net/v/t1.0-9/12743701_482875371903068_210040392690471925_n.jpg?oh=e766eb35fda243a2a5b11fd730135759&oe=5A5E50C6	https://www.facebook.com/photo.php?fbid=482875371903068&set=gm.1137191426293723&type=3	facebook.com	2016-02-25T12:26:58+0000	1456403218	2016-02-25 13:26:58	6	0	6	3	9	0	0	0	0	0	6	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1137095996303266	https://www.facebook.com/1008279892518211/posts/1137095996303266	bonjour...avant de commencer la journée... La déferlante qui parle de moloks j ai cru halluciner on se charge du container avant de s charger du contenu???? tâcher à répandre la nécessité de trier la poubelle chez soi d abord ....... - un sachet purement organiques qui contient des restes uniquement organiques - un autre pour plastique verre et métal - un autre papier et carton... la principale calamité de la poubelle en tunisie n est pas à résoudre en plantant des cylindres dans le sol mais en triant la poubelle.La catastrophe écologique c est quand on jette sauces papier verre et plastique dans un même sac. Bonne journée me concernant je fais déjà du tri... l organique je le donne à mes vers de terre que j ai mis dans un bac et qui se transforme en compost au bout d un moment le plastique je le donne au monsieur du quartier qui le collecte et le reste poubelle.Faîtes comme vous pouvez.					2016-02-25T07:59:30+0000	1456387170	2016-02-25 08:59:30	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1136737176339148	https://www.facebook.com/1008279892518211/posts/1136737176339148	Cette photo prise à bizerte illustre bien le civisme tunisien..apr une journée de jardinage on jette tout  pratiquement ds la rue  et à une heure plus que suspecte  minuit !	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1238262_592549880897646_7107883855536272827_n.jpg?oh=1e60c589333a6d0dbd8befbc689d8bcd&oe=5A5DE8CD	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/1238262_592549880897646_7107883855536272827_n.jpg?oh=8b388c0e7783fa34f03988c2165fd05c&oe=5A542B3A	https://www.facebook.com/photo.php?fbid=592549880897646&set=gm.1136737176339148&type=3	facebook.com	2016-02-24T14:05:12+0000	1456322712	2016-02-24 15:05:12	21	0	21	5	26	0	0	0	0	0	21	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1136032073076325	https://www.facebook.com/1008279892518211/posts/1136032073076325	je propose la poursuite en justice du coupable de l abattage de l eucalyptus de Carthage   à l ariana un propriétaire d un café très connu avait coupé deux arbres et il a eu une amende très lourde de plusieurs dizaines de milliers de dinars . il faut que la justice soit faite et lui infliger la plus lourde sanction légale   et s il y a des sanctions légales plus lourdes que les amendes elles sont les bienvenues y inclus   si possible la fermeture du locale pour nuisances majeurs et irréversibles aux citoyens .					2016-02-23T07:59:55+0000	1456214395	2016-02-23 08:59:55	88	16	88	14	118	16	13	3	28	0	87	0	0	0	0	0	0	ariana
video	post_user_1008279892518211	1008279892518211_1136277716385094	https://www.facebook.com/1008279892518211/posts/1136277716385094	C peut être une solution en tunisie vu 3anna simen bzeyed :-P	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/245322_611912792224291_611910665557837_2416_472_b.jpg?oh=f24991395b5b8f7d03cd4b57c2c6098a&oe=5A4D2C84	https://scontent.xx.fbcdn.net/v/t15.0-10/245322_611912792224291_611910665557837_2416_472_b.jpg?oh=4a5e32cf46f2f0d510b1e65eeb5f35a2&oe=5A448504	https://www.facebook.com/Sportsfm101/videos/611910665557837/	facebook.com	2016-02-23T16:21:18+0000	1456244478	2016-02-23 17:21:18	23	2	23	0	25	2	2	0	0	0	22	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1136346279711571	https://www.facebook.com/1008279892518211/posts/1136346279711571	5/7 trains retardés + informations biaisées ( à 20h le train soi-disant express est prévu pour 19h31). Vive la tunisie	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12733629_485724888285732_365898393883036883_n.jpg?oh=61903692a175e6df163a3c743e031bf3&oe=5A128C65	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12733629_485724888285732_365898393883036883_n.jpg?oh=015561b83913571a43067f1182ab9dbc&oe=5A16C292	https://www.facebook.com/photo.php?fbid=485724888285732&set=gm.1136346279711571&type=3	facebook.com	2016-02-23T19:03:28+0000	1456254208	2016-02-23 20:03:28	11	1	11	2	14	1	1	0	0	0	11	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1133840309962168	https://www.facebook.com/1008279892518211/posts/1133840309962168	صور اليوم من مدينة مدنين شباب يبادر و يبدع دهن إحدى أرصفة شارع طريق قابس بالألوان و بروح المرڨوم الأصيلة	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12742698_882652155184330_5012452362260970319_n.jpg?oh=5de7356245bd2552a61147d68dc6d98a&oe=5A4D9211	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/12742698_882652155184330_5012452362260970319_n.jpg?oh=ec67c29d9c91e1dbbcffc81b1d537bc1&oe=5A552FD0	https://www.facebook.com/photo.php?fbid=882652155184330&set=gm.1133840309962168&type=3	facebook.com	2016-02-19T12:43:54+0000	1455885834	2016-02-19 13:43:54	1143	64	1143	592	1799	63	63	0	6	0	1108	0	0	0	0	0	0	gabes
video	post_user_1008279892518211	1008279892518211_1135727113106821	https://www.facebook.com/1008279892518211/posts/1135727113106821	**** جديد ***** جديد**** جديد*** جديد**** جديد**** جديد**** ****************************************************** نقطة استفهام ابتداءا من يوم الثلاثاء على الساعة التاسعة الا ربع مساءا تاثيث : احلام كامرجي ****حسان بلواعر  على قناة تونسنا  على التردد 10922 معدل الترميز: 27500 الاستقطاب عمودي	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12672367_1575561386097778_305884430_n.jpg?oh=2c3f028910d54c594b04897bbf3cfc70&oe=5A4125CA	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12672367_1575561386097778_305884430_n.jpg?oh=90ac9e82c17ea99d573acf803a16189a&oe=5A41F0B6	https://www.facebook.com/1388790434774875/videos/1575559692764614/	facebook.com	2016-02-22T20:05:14+0000	1456171514	2016-02-22 21:05:14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tunis
