type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place
status	post_user_1008279892518211	1008279892518211_1091976380815228	https://www.facebook.com/1008279892518211/posts/1091976380815228	BRAVO Municipalité de la ville de Tunis بلدية مدينة تونس!!! Un big up! Ils ont non seulement réparé le cratère mais on pris le soin de répondre sur les réseaux sociaux!  Un grand regain d espoir  keep on going!					2015-12-02T14:22:38+0000	1449066158	2015-12-02 15:22:38	20	2	20	0	22	2	1	1	0	0	19	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1090870557592477	https://www.facebook.com/1008279892518211/posts/1090870557592477	معتمدية الرقاب من ولاية سيدي بوزيد BRAVO!!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12313520_943077045739477_658311444159546907_n.jpg?oh=f84f0ab9b66551375384e94fe6ebfb81&oe=5A4C4296	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12313520_943077045739477_658311444159546907_n.jpg?oh=f512c61f5678e48adb7683d8cfdc72d0&oe=5A4CCE61	https://www.facebook.com/photo.php?fbid=943077045739477&set=gm.1090870557592477&type=3	facebook.com	2015-11-30T09:35:46+0000	1448876146	2015-11-30 10:35:46	128	22	128	36	186	22	16	6	19	0	123	0	0	0	0	0	0	sidiBouzid
video	post_user_1008279892518211	1008279892518211_1092082797471253	https://www.facebook.com/1008279892518211/posts/1092082797471253	Le soufisme  cet héritage spirituel et culturel a sillonné notre pays  nourri notre histoire et façonné notre identité tunisienne. Pour le plus grand plaisir des amoureux de notre patrimoine   Tourath Culture vous invite à son spectacle  Hadhret Solleh Touness  de Sidi Belhassen....... à Sidi Bou Said de la série Layeli Tounssya   présenté par Monsieur Abdessatar Amemou. l affiche a été créée d aprés un tableau du peintre Lotfi Mejri	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12106462_1523237071326420_885277559_n.jpg?oh=0326e37caa7291b8040f58a30b95c028&oe=5A60D29B	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12106462_1523237071326420_885277559_n.jpg?oh=209fadd28d7b23bbbf32e7530f06a70c&oe=5A5C72E7	https://www.facebook.com/1381428648840597/videos/1523236237993170/	facebook.com	2015-12-02T19:23:42+0000	1449084222	2015-12-02 20:23:42	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1090597717619761	https://www.facebook.com/1008279892518211/posts/1090597717619761	Qui mieux que la poste tunisienne pour donner l exemple ?	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12308403_10153642047703190_1879169164261402529_n.jpg?oh=0492348a8835c7cbcb4dc0a0d283ed0c&oe=5A5940ED	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/12308403_10153642047703190_1879169164261402529_n.jpg?oh=45a822fb19bdf136f82c7a8da0a8d54f&oe=5A5B1299	https://www.facebook.com/photo.php?fbid=10153642047703190&set=gm.1090597717619761&type=3	facebook.com	2015-11-29T20:27:39+0000	1448828859	2015-11-29 21:27:39	35	11	35	7	53	11	11	0	6	0	35	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1091079690904897	https://www.facebook.com/1008279892518211/posts/1091079690904897	L hiver est là!  Notre action humanitaire Dafini organisée par notre association Araafa pour aider nos concitoyens à lutter contre le froid qui s annonce glacial a besoin de votre aide à TOUS pour être un succès. Un matelas standard coûte 25d Une couverture 2 places 9.5 kg coûte 37 5 d. Vous aidez à lutter contre le froid avec un matelas  une couverture par famille. 62 5 d par famille! Vous serez au chaud en sachant qu une famille aura moins froid! Pour toute info  veuillez contacter le 24709929. N hésitez pas! Vous n imaginez pas à quel point votre aide compte! Araafa for Tunisian Women Empowerment Association جمعية الرأفة لتمكين المرأة التونسية BTK bank - La Marsa RIB 20 011 1100011460092 01 IBAN TN59 20 011 1100011460092 01					2015-11-30T18:16:02+0000	1448907362	2015-11-30 19:16:02	3	0	3	2	5	0	0	0	0	0	3	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1089553757724157	https://www.facebook.com/1008279892518211/posts/1089553757724157	Le boulot ...est inachevé ....#ariana					2015-11-29T11:35:27+0000	1448796927	2015-11-29 12:35:27	17	2	17	0	19	2	2	0	5	0	17	0	0	0	0	0	0	ariana
status	post_user_1008279892518211	1008279892518211_1087880251224841	https://www.facebook.com/1008279892518211/posts/1087880251224841	الوطن هو أَجمَلُ قَصِيدَةُ شِعِرٍ فِي دِيوَانِ الكَوَنِ. الوطن هُوَ الاتِجَاهَاتُ الأَربَعَةُ، لِكُلِ مَن يَطلُبُ اتِجَاهاً. الوطن هُوَ السَنَدُ لِمَن لاَ ظَهرَ لَهُ، وَ هُوَ البَطنُ الثَانِي الذِي يَحمِلُنَا بَعدَ بَطِنِ الأُمِ. الوطن هُوَ البَحرُ الذِي شَرِبتُ مِلحَهُ وَ أكَلتُ مِن رَملِهِ. وطني لو شُغِلْتُ بالخلد عنه ... نازعتني إليه في الخلد نفسي. الوطن شجرة طيبة لا تنمو إلّا في تربة التضحيات وتسقى بالعرق والدم. الوطن هو المكان الذي نحبه، فهو المكان الذي قد تغادره أقدامنا لكن قلوبنا تظل فيه. الوطن هُوَ جِدَارُ الزَمَنٌ الذِي كُنا نُخَربِشُ عَليهِ، بِعِبَارَاتٍ بَرِيئةٍ لِمَن نُحِبُ وَ نَعشَقُ. الوطن هُوَ الحَلِيبُ الخَارِجُ مِن ثَديِ الأَرضِ. جميل أن يموت الإنسان من أجل وطنه، ولكن الأجمل أن يحيى من أجل هذا الوطن. #تحياتونس #الموت_للإرهاب					2015-11-28T13:05:31+0000	1448715931	2015-11-28 14:05:31	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1087877364558463	https://www.facebook.com/1008279892518211/posts/1087877364558463	الوطن كلمة بسيطة وحروفها قليلة، ولكنّها تحمل معاني عظيمة وكثيرة نعجز عن حصرها، فهو هويتنا التي نحملها ونفتخر بها، وهو المكان الذي نلجأ له ونحس بالأمان، هو الحضن الدافئ الذي يجمعنا معناً، وهو نعمة من الله أنعمها علينا، فيجب علينا أن نحميه وندافع عنه ونفديه بروحنا وأغلى ما نملك ونعمل كيدٍ واحدة لبقاءه آمناً وصامداً، ومهما كتبنا من عبارات وأشعار لا يمكن وصف الحب الذي بداخلنا!!! #تحياتونس #الموت_للإرهاب					2015-11-28T12:59:10+0000	1448715550	2015-11-28 13:59:10	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1087574047922128	https://www.facebook.com/1008279892518211/posts/1087574047922128	مشروع تدفئة الشتاء فلنساهم وننقذهم من البرد القارس  أغيثوا فقراء وطننا تونس ومدينتي #حمام_الأنف من البرد  أغطية_وسائل ومواد تدفئة_...... اللهم ارحم الفقراء في هذا البرد القارس اللهم في هذة البرد القارس الحاد ارحم الفقراء وسكان المناطق النائة اللهم ارحم نفس تتألم ولا تتكلم. إرحموا من في الأرض يرحمكم من في السماء!!	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/12313966_840326146083598_2431904607916790700_n.jpg?oh=d4213745c84f5b2057f7ee9d194a46ab&oe=5A4E1A0E	https://scontent.xx.fbcdn.net/v/t1.0-9/12313966_840326146083598_2431904607916790700_n.jpg?oh=b0fdb44f0c996c79aa8af10638611c2c&oe=5A5B7980	https://www.facebook.com/photo.php?fbid=840326146083598&set=gm.1087574047922128&type=3	facebook.com	2015-11-27T18:20:52+0000	1448648452	2015-11-27 19:20:52	15	3	15	11	29	2	2	0	0	0	14	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1087426767936856	https://www.facebook.com/1008279892518211/posts/1087426767936856	Sahloul sousse	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12274184_464210573758652_8887625601197805650_n.jpg?oh=7f153d1ebf5c416fe13706d83838ce8d&oe=5A46C5F7	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12274184_464210573758652_8887625601197805650_n.jpg?oh=d965e22561c64f13e2adb4f4733a6d1c&oe=5A44C108	https://www.facebook.com/photo.php?fbid=464210573758652&set=gm.1087426767936856&type=3	facebook.com	2015-11-27T10:15:03+0000	1448619303	2015-11-27 11:15:03	9	4	9	4	17	4	4	0	0	0	8	0	0	0	0	0	0	sousse
status	post_user_1008279892518211	1008279892518211_1087409714605228	https://www.facebook.com/1008279892518211/posts/1087409714605228	التاس الكل تشارك في ل l événement  هذا ...كل واحد يعلق علم تونس العزيز نهار الاحد كاامل فوق السطح والا في البلكونة شمااته في اعداء الوطن وتعبيرًا منا عن حبنا للعلم والوطن العزيز الغالي					2015-11-27T09:08:19+0000	1448615299	2015-11-27 10:08:19	6	0	6	3	9	0	0	0	0	0	6	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1087376291275237	https://www.facebook.com/1008279892518211/posts/1087376291275237	Rafik Al Falah shared ‎بلدية أريانة‎ s photo to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/r90/s130x130/12299166_1049628268403406_236213632366082926_n.jpg?oh=15dbeb54492a9a99e82cd8d1b377618d&oe=5A5BE317	https://scontent.xx.fbcdn.net/v/t1.0-9/r90/s720x720/12299166_1049628268403406_236213632366082926_n.jpg?oh=6adf165aca2d53ac4541deb2b638bd98&oe=5A4496FD	https://www.facebook.com/CommuneAriana/photos/a.188557311177177.44166.188515211181387/1049628268403406/?type=3	facebook.com	2015-11-27T07:09:44+0000	1448608184	2015-11-27 08:09:44	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0	ariana
photo	post_user_1008279892518211	1008279892518211_1086635824682617	https://www.facebook.com/1008279892518211/posts/1086635824682617	الإبلاغ على الإرهابيين واجب!!! وطنية!! جهاد!! تضحية !!!(موش قوادة!! موش صبة!!) أنّ دور المواطن في الحرب على الإرهاب يظل عاملا أساسيّا في نجاح هذه الحرب ..للمحافظة على مكتسبات وطننا العزيز وإحباط المخططات الإرهابيّة يجب وضع جميع أبناء الوطن المخلصين أمام الواجب الوطني المناط بهم، كلاً حسب موقعه وقدرته، بما يدعم إنجازات وانتصارات جيشنا الباسل!! أن الإرهاب الذي أراده الأعداء لتونس لم يستطع ولن يستطيع النيل من قدرة التونسيين على التجدد والانبعاث، ومن البناء الفكري والمعرفي والحضاري، ومن التشبث بالانتماء لتونس والذود عن ترابها!!!! رجاء النشر	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12311309_839240742858805_8079669045309026438_n.jpg?oh=5f6399d096cb3e7125bf0feebad785bc&oe=5A4F6C89	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/12311309_839240742858805_8079669045309026438_n.jpg?oh=f2bba91172ea79993860841ae5c54c16&oe=5A58EE48	https://www.facebook.com/photo.php?fbid=839240742858805&set=gm.1086635824682617&type=3	facebook.com	2015-11-25T14:32:08+0000	1448461928	2015-11-25 15:32:08	26	4	26	11	41	1	1	0	1	0	23	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1086935834652616	https://www.facebook.com/1008279892518211/posts/1086935834652616	الي يحب تونس يشارك في l’événement  هاذي ..نهار الاحد ناس الكل تعلق درابو تونس الغالي في ديارهم و في البلكونه شماته في اعداء العلم و الوطن					2015-11-26T08:30:40+0000	1448526640	2015-11-26 09:30:40	34	5	34	3	42	5	3	2	3	0	34	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1086666138012919	https://www.facebook.com/1008279892518211/posts/1086666138012919	une action spectaculaire ...#ariana					2015-11-25T15:57:50+0000	1448467070	2015-11-25 16:57:50	77	8	77	0	85	8	8	0	9	0	75	0	0	0	0	0	0	ariana
status	post_user_1008279892518211	1008279892518211_1084945518184981	https://www.facebook.com/1008279892518211/posts/1084945518184981	Voilà un gouverneur qui travaille malheureusement ce n est pas un tunisien					2015-11-21T20:02:28+0000	1448136148	2015-11-21 21:02:28	41	7	41	0	48	5	5	0	4	0	38	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1085298804816319	https://www.facebook.com/1008279892518211/posts/1085298804816319	مرمة في وسط الطريق.. صفاقس... بجانب جامع الفلاح ... ارقد يا بلدية.. تشوف العجب في هالبلاد	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12279215_10205549432481148_4525765697227489034_n.jpg?oh=492fe693fee0070205328f664117f53a&oe=5A540C67	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12279215_10205549432481148_4525765697227489034_n.jpg?oh=c868494103217561b7c42fd4628b9516&oe=5A15176A	https://www.facebook.com/photo.php?fbid=10205549432481148&set=gm.1085298804816319&type=3	facebook.com	2015-11-22T15:24:09+0000	1448205849	2015-11-22 16:24:09	25	4	25	3	32	4	4	0	3	0	25	0	0	0	0	0	0	sfax
photo	post_user_1008279892518211	1008279892518211_1085455964800603	https://www.facebook.com/1008279892518211/posts/1085455964800603	من معهد حمام سوسة  2 سيارة ادارية !!!!!!!!!!!!!  fammach 7echma -_-	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12235024_979691118771282_1460908319081947769_n.jpg?oh=9038bef41ddf3f320154f3eeff732894&oe=5A165210	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12235024_979691118771282_1460908319081947769_n.jpg?oh=c2885fb3d518f0ac0c0c681845981ebc&oe=5A467EEF	https://www.facebook.com/photo.php?fbid=979691118771282&set=gm.1085455964800603&type=3	facebook.com	2015-11-22T23:21:35+0000	1448234495	2015-11-23 00:21:35	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	sousse
photo	post_user_1008279892518211	1008279892518211_1084973271515539	https://www.facebook.com/1008279892518211/posts/1084973271515539	Mode d emploi pour aménagement de places de parking privatif sur le domaine public :( en démonstration a aïn zaghouan   rue othmani elbahri)  1- munissez vous de plots en béton a répartir a distance égale le long de votre façade. (Avec un maximum de 2m d intervalle pour décourager les intrus )  2 - placez les plots   a 1  5 m du trottoir sur la route bien entendu.  3- assurez vous que la largeur du trottoir puisse accueillir la moitié de la largeur de votre voiture ( pour 4x4 et groses berlines 1  5 m suffiront )  4- procédez à un test : engagez vous dans votre toute nouvelle réalisation    parking a bretelle      en vous assurant qu aucune personne incivilisé ne bloque l entrée et la sortie de votre nouvel  espace ( vivement conseillé d engager une procédure d enregistrement à la conservation foncière ).  Budget : 20d par plot x 10 = 200d.  En option 1 : chaîne a relier entre les plots : 50 d .   En option 2 : cours de communication afin de répondre efficassement aux personnes ( non voyant   handicapés   femmes avec enfants... ) qui voudrons emprunter le trottoir.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12274758_955850807823221_3562645143753146476_n.jpg?oh=bb1ff8f1fa1aaa075ee1d4c04f516d8e&oe=5A4DAB42	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12274758_955850807823221_3562645143753146476_n.jpg?oh=eeb0a3d8905e174d48cebb224686fff5&oe=5A6114BD	https://www.facebook.com/photo.php?fbid=955850807823221&set=gm.1084973271515539&type=3	facebook.com	2015-11-21T21:59:19+0000	1448143159	2015-11-21 22:59:19	9	1	9	2	12	1	1	0	0	0	9	0	0	0	0	0	0	zaghouan
photo	post_user_1008279892518211	1008279892518211_1084261604920039	https://www.facebook.com/1008279892518211/posts/1084261604920039	Après winou ettrotoir  winou ennahj ? La passivité de la mairie de sousse me désole.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12247051_10206993789776897_691977144008942547_n.jpg?oh=e8ba8a006684179f27ff5040e856e593&oe=5A4BDF60	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12247051_10206993789776897_691977144008942547_n.jpg?oh=f69c0d7a14465d014d27f89069f6daa2&oe=5A5E0775	https://www.facebook.com/photo.php?fbid=10206993789776897&set=gm.1084261604920039&type=3	facebook.com	2015-11-20T05:26:39+0000	1447997199	2015-11-20 06:26:39	35	10	35	0	45	10	7	3	2	0	34	0	0	0	0	0	0	sousse
