type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place
status	post_user_1008279892518211	1008279892518211_1546089798737215	https://www.facebook.com/1008279892518211/posts/1546089798737215	حركة مشروع تونس في اتفاقية شراكة مع جمعية  وينو التروتوار   وافقت حركة مشروع تونس اليوم على التوقيع على وثيقة الشراكة مع جمعية  وينو التروتوار  والذي يتضمن مبادئ تَضمن نوعية حياة أفضل في المدن التونسية . وقد التقى اليوم وفد من حركة مشروع تونس تشكل من محسن مرزوق وسليم التلاتلي والصحبي بن فرج وخولة بن عائشة مع وفد من جمعية  وينو التروتوار  للحديث في الموضوع . تونس – الثلاثاء 2 ماي 2017					2017-05-02T19:49:55+0000	1493754595	2017-05-02 21:49:55	63	488	125	13	626	448	230	218	766	0	62	1	9	5	2	41	0	tunis
video	post_user_1008279892518211	1008279892518211_1543265859019609	https://www.facebook.com/1008279892518211/posts/1543265859019609	كنا كي نتعداو من مدينة الكندار ولاية سوسة نلقاوا اشجار الكلاتوس المزينة الكياس شوفوا توا كيفاش قصوهم !!! على مسافة زوز كم ومن الجهتين ممكن تقصوا اكثر من 100 كلاتوسة	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18259352_1430536623656636_1058051951985426432_n.jpg?oh=2c08ad0163795ebb52c691717d47fed6&oe=5A141E58	https://scontent.xx.fbcdn.net/v/t15.0-10/18259352_1430536623656636_1058051951985426432_n.jpg?oh=14b996c445132def619a759c34953e8b&oe=5A4CE423	https://www.facebook.com/911368675573436/videos/1430534886990143	facebook.com	2017-04-30T09:54:53+0000	1493546093	2017-04-30 11:54:53	18	36	59	0	95	36	27	9	24	0	18	0	6	1	13	19	0	sousse
status	post_user_1008279892518211	1008279892518211_1546165342062994	https://www.facebook.com/1008279892518211/posts/1546165342062994	بالحق الصفحة باش يولي اسمها (وينو مشروع حركة تروتوار تونس!) نوروني يا جماعة!					2017-05-02T20:40:16+0000	1493757616	2017-05-02 22:40:16	21	16	39	1	56	13	8	5	22	0	19	0	1	15	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1547022485310613	https://www.facebook.com/1008279892518211/posts/1547022485310613	celle la je ne l ai pas vu venir  sous les pavés la plage fi tounes sous ettrotoir femma khonnar j ose esperer une certaine naiveté mais ya dhnoubi👋👋👋👋🤥🤥🤥🤥					2017-05-03T17:30:30+0000	1493832630	2017-05-03 19:30:30	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1546560202023508	https://www.facebook.com/1008279892518211/posts/1546560202023508	سلام ... من شارع الحبيب بورقيبة بسوسة	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18301115_10206996496631114_1200872056964914327_n.jpg?oh=f8ca7e5219b5b060d36b24e6c05fe2a2&oe=5A51DB84	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18301115_10206996496631114_1200872056964914327_n.jpg?oh=3d6d340db220ab76109cfc73ce7e4a43&oe=5A18D189	https://www.facebook.com/photo.php?fbid=10206996496631114&set=gm.1546560202023508&type=3	facebook.com	2017-05-03T06:21:36+0000	1493792496	2017-05-03 08:21:36	39	9	42	0	51	9	5	4	8	0	37	3	0	0	0	0	0	sousse
status	post_user_1008279892518211	1008279892518211_1546201652059363	https://www.facebook.com/1008279892518211/posts/1546201652059363	 عمرك شفت شي باب عم يبكي  وضع بنزرت هذه الأيّام يبكي فعلا، لماذا هذا التخاذل في عمليّة رفع النفايات و من يقف وراء تعطيل عجلة مصلحة النظافة؟					2017-05-02T21:19:01+0000	1493759941	2017-05-02 23:19:01	2	3	2	0	5	3	3	0	1	0	2	0	0	0	0	0	0	bizert
status	post_user_1008279892518211	1008279892518211_1544336605579201	https://www.facebook.com/1008279892518211/posts/1544336605579201	À sousse et plus précisément à Hannibal Parc kantawi (un manège) la femme de ménage ferme les toilettes à clé et oblige les gens à payer 1d pour les utiliser!!!!!un dimanche  plein d excursions  des enfants venant de partout ...Bon mesketelhech pourtant c était pas pr moi ...ms où va le pays avec ces personnes qui se donnent le droit de ns priver de notre droit de stationner  de marcher sur le trottoir....					2017-05-01T09:49:28+0000	1493632168	2017-05-01 11:49:28	25	9	36	6	51	9	6	3	9	0	25	0	1	0	0	10	0	sousse
photo	post_user_1008279892518211	1008279892518211_1545675342111994	https://www.facebook.com/1008279892518211/posts/1545675342111994	الفائدة كيف يكون المسؤول مرتاح  ، العمال موش مشكل  بلدية أريانة	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18268335_1335043053199502_3742722194144023837_n.jpg?oh=7508777e4570df9cdd74ed492c47af81&oe=5A53F2DD	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18268335_1335043053199502_3742722194144023837_n.jpg?oh=23d3f471b9dcbb515fca3b3e607249a1&oe=5A584FC8	https://www.facebook.com/photo.php?fbid=1335043053199502&set=gm.1545675342111994&type=3	facebook.com	2017-05-02T11:46:20+0000	1493725580	2017-05-02 13:46:20	5	6	9	0	15	6	1	5	3	0	5	0	0	0	1	3	0	ariana
photo	post_user_1008279892518211	1008279892518211_1545658662113662	https://www.facebook.com/1008279892518211/posts/1545658662113662	Vip parking. Pour les tunisiens spéciaux.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18221652_10212355589475151_7544024175835871001_n.jpg?oh=db4b677ce958a4246693e4bcd48392e6&oe=5A4F0174	https://scontent.xx.fbcdn.net/v/t1.0-9/q81/s720x720/18221652_10212355589475151_7544024175835871001_n.jpg?oh=84ff4c9201beb950d1f79b83ebb4fbcc&oe=5A50DD81	https://www.facebook.com/photo.php?fbid=10212355589475151&set=gm.1545658662113662&type=3	facebook.com	2017-05-02T11:17:55+0000	1493723875	2017-05-02 13:17:55	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1544240295588832	https://www.facebook.com/1008279892518211/posts/1544240295588832	autoroute beja	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18194107_1812026855479889_7982251955039909666_n.jpg?oh=39dc66276da3e567bd6378f91bbd416e&oe=5A466960	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18194107_1812026855479889_7982251955039909666_n.jpg?oh=e95f094871c6b7e4492d649216ac50e1&oe=5A575575	https://www.facebook.com/photo.php?fbid=1812026855479889&set=gm.1544240295588832&type=3	facebook.com	2017-05-01T06:46:00+0000	1493621160	2017-05-01 08:46:00	17	4	32	9	45	4	2	2	7	0	17	0	6	1	1	7	0	beja
photo	post_user_1008279892518211	1008279892518211_1545465615466300	https://www.facebook.com/1008279892518211/posts/1545465615466300	#صورة_اليوم صفاقس  الشاحنات تعبث بأمن المواطن في قلب المدينة	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18194619_120739331819591_4832540472225988411_n.jpg?oh=330c73d108c8dc69abc245f074aa2408&oe=5A1375E8	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18194619_120739331819591_4832540472225988411_n.jpg?oh=addf4d1798e8d34d90836d756644f1a0&oe=5A571017	https://www.facebook.com/photo.php?fbid=120739331819591&set=gm.1545465615466300&type=3	facebook.com	2017-05-02T06:42:03+0000	1493707323	2017-05-02 08:42:03	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	sfax
photo	post_user_1008279892518211	1008279892518211_1543750705637791	https://www.facebook.com/1008279892518211/posts/1543750705637791	ياخي الوزيرة هاذي مهمتها الوحيدة تدشين المقاهي والمطاعم  كي تحب تتمزى على صحابك وتعمللهم دعاية مجانية وتسويقية لمشاريعهم ماتستغلش موقعك في الدولة خاطر   هكة يولي  مفماش تكافئ فرص ومنافسة عادلة بين المواطنين اللي يحبو يحلو مشاريع على إختلاف توجهاتهم السياسية وطبقاتهم الإجتماعية مكانش تولي من واجبك من المنطلق هذا تعمل دعاية إشهارية لأي مواطن كريم يحب يحل حماص ولا دجاج ولافطايري في إطار المساواة  إحترموا شوية الدولة وإحترموا المواقع اللي إنتوما فاها طو الشعب يولي يحتركم.  #هيبةـالدولة😠	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18268294_2001448206753811_4268348827704988579_n.jpg?oh=beebe53061d4d9ae24f0c2ba2a15afa3&oe=5A13E343	https://scontent.xx.fbcdn.net/v/t1.0-9/18268294_2001448206753811_4268348827704988579_n.jpg?oh=107f84b605883a47f19e92fd8854ff76&oe=5A60F628	https://www.facebook.com/photo.php?fbid=2001448206753811&set=gm.1543750705637791&type=3	facebook.com	2017-04-30T17:55:24+0000	1493574924	2017-04-30 19:55:24	6	3	9	0	12	2	2	0	2	0	6	0	0	0	0	3	0	kef
status	post_user_1008279892518211	1008279892518211_1544926455520216	https://www.facebook.com/1008279892518211/posts/1544926455520216	بعد حوالي أسبوع من حل النيابات الخصوصية و تعويضها بنيابات جديدة إداريّة تسييريّة إلى حدود موعد إجراء الإنتخابات، ما هو الوضع البيئي في تونس اليوم؟					2017-05-01T20:37:11+0000	1493671031	2017-05-01 22:37:11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tunis
