type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place
status	post_user_1008279892518211	1008279892518211_1471172396228956	https://www.facebook.com/1008279892518211/posts/1471172396228956	كاميرا الحق معاك تعود هذا الأسبوع إلى ملف الإعتداء على الغابات و لبنزرت النصيب الأكبر عندما نعلم أنّ إعتداءات قد صارت بالناضور و الصمّاديّة و أخرى في مراوغة و تسويق لمشاريع في ظاهرها سياحيّة تنمويّة و في باطنها عقّاريّة سكنيّة برس آنجلة، مرنيصا، الرّمال و غيرها...					2017-02-26T21:38:27+0000	1488145107	2017-02-26 22:38:27	0	0	4	4	8	0	0	0	0	0	0	0	1	0	1	2	0	bizert
status	post_user_1008279892518211	1008279892518211_1470040043008858	https://www.facebook.com/1008279892518211/posts/1470040043008858	تقارير دولية تدق ناقوس الخطر حول التلوّث البيئي و خاصّة التلوّث الهوائي و الذّي يحتل المرتبة الخامسة من بين أسباب الوفاة في العالم حوالي 4 ملايين و 200 ألف شخص يموتون سنويا بسبب التلوّث منهم 4500 حالة وفاة بتونس فقط و التّي تعد من بين الدول الّتي تجاوزت الخط الأحمر فيما يتعلّق بمعايير جودة الهواء					2017-02-25T22:27:31+0000	1488061651	2017-02-25 23:27:31	2	1	2	0	3	1	1	0	0	0	2	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1470713049608224	https://www.facebook.com/1008279892518211/posts/1470713049608224	Poursuivant  au sein de La Presse magazine  l étude des monuments religieux de la médina de Tunis  après avoir exploré  ces derniers mois  des édifices datant du XVe jusqu au XIXe siècle  l objet de mon nouvel article est une mosquée plus ancienne.  En ce dimanche  26 février 2017  mon article  intitulé « La mosquée El Ksar  un hymne à la pierre de taille...»  vient d’être publié dans La Presse magazine. Outre une section initiale  consacrée essentiellement à l histoire de la dynastie princière des Khourassanides (XIe-XIIe siècles)  à la laquelle est rattachée la construction du lieu de culte  l article analyse les diverses facettes de l un des plus remarquables fleurons de l architecture religieuse tunisoise.  Se distinguant par des particularités que l on ne trouve pas ailleurs dans les autres mosquées de la médina  le monument présente  dans ses différentes composantes  de superbes illustrations de l appareillage en pierres de taille. La dernière section met en lumière des exemples du patrimoine architectural  souvent méconnu  des Khourassanides.  Les photographies correspondent aux six pages de l article  qui s étend de la page 10 à la page 15 du magazine.					2017-02-26T12:37:34+0000	1488112654	2017-02-26 13:37:34	5	2	9	3	14	2	1	1	2	0	5	3	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1470046639674865	https://www.facebook.com/1008279892518211/posts/1470046639674865	جدّ إجتماع صباح اليوم جمعنا مع والي بنزرت، السيّد  محمّد قويدر  حول موضوع تداعيات هدم مخازن  ديوان الحبوب  و قد أفرزت القرارات التاليّة:   - أخذ عينة جديدة و تحليلها في مخابر أجنبية معترف بها - أخذ عينة للبحث و الدراسة في كلية العلوم ببنزرت - تحليل جودة الهواء الموجودة في محيط مخازن القمح و في نقاط إتجاه الرياح بشعاع 1 كم من محيط أشغال ديوان الحبوب  لكن الخطير و الّذي سيحدث في الأيّام المقبلة، ربّما أخطر من هدم مخازن  ديوان الحبوب  في حد ذاتها، و الّذي يتمثّل في مصير الحطام و خاصّة القنوات العازلة و الّتي تتكون من مادة الحرير الصخري.  في أوّل كان البرمجة نحو إلقائها بمصب حرّيش و الّذي خصّص لإستقبال فضلات البناء لكن تمّ الإتفاق على دفنها بالمصب المصب الجهوي المراقب للنفايات المنزليّة و الّذي ليس مؤهّل للإستقبال مثل هذه النوعيّة من النفايات الخطرة نهياك أنّ وضعه الحالي يعاني إخلالات بيئيّة عديدة كنّا قد أشرنا لها سابقا.  هذا و نذكر أنّه كان من المبرمج إعادة النظر في ملف مركز جرادو للنفايات الخطرة و الّذي أغلق منذ سنة 2011 بقرار قضائي و هو المركز الوحيد في تونس المخصّص للإستقبال مثل هذه النوعيّة من النفايات إلاّ أنّه إلى الآن لم نرى تحرّك جاد من قبل الوزراء الذين تتالوا على منصب البيئة...					2017-02-25T22:36:13+0000	1488062173	2017-02-25 23:36:13	1	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1466619146684281	https://www.facebook.com/1008279892518211/posts/1466619146684281	القيروان أمام مستشفى ابن الجزار .. الشنڨال يرفع سيارة شرطة مخالفة لمكان الركن ..  نحب نصدق  !	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16730107_175752962921254_6861585186656328192_n.jpg?oh=237a0ff39b0d2cf4b73084ec800bf966&oe=5A1852B8	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16730107_175752962921254_6861585186656328192_n.jpg?oh=4f59bc32baf3e12c3d31c3267a8c3908&oe=5A52D347	https://www.facebook.com/photo.php?fbid=175752962921254&set=gm.1466619146684281&type=3	facebook.com	2017-02-22T21:44:17+0000	1487799857	2017-02-22 22:44:17	203	64	274	0	338	64	64	0	38	0	196	24	8	38	0	0	0	kairouan
photo	post_user_1008279892518211	1008279892518211_1469337846412411	https://www.facebook.com/1008279892518211/posts/1469337846412411	هذا ما ربحنا من اشباه المسؤولين في باجة. شوالق وبرارك ونتش وفراي على قلوب الباجية. والمسؤول اللي ماعندوش الشجاعة والرجولية باش يطبق القانون يلم فاليجتو ويروح يشد دارو. ولن استثني احد. شلكتونا وفضحتونا وخليتونا ضحكة. والى المعتمد الاول في باجة نحب نسالك .. اش قدمتلنا بخلاف الفوضى والوسخ والشوالق والبطالة والمسؤولين البراينية اللي معبين الادارات بينما اولادنا في القهاوي ؟؟؟؟ وعيش يابلارج...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16996328_191259161360506_8201429170032804500_n.jpg?oh=e545a20f10566ad35050be809e9d4513&oe=5A1C9FB5	https://scontent.xx.fbcdn.net/v/t1.0-9/q83/s720x720/16996328_191259161360506_8201429170032804500_n.jpg?oh=ae0b23b4157d83a508658a11324104f3&oe=5A5F8C9F	https://www.facebook.com/photo.php?fbid=191259161360506&set=gm.1469337846412411&type=3	facebook.com	2017-02-25T07:21:37+0000	1488007297	2017-02-25 08:21:37	15	11	20	0	31	11	10	1	3	0	15	0	1	0	0	4	0	beja
status	post_user_1008279892518211	1008279892518211_1468201519859377	https://www.facebook.com/1008279892518211/posts/1468201519859377	Actuellement une coupure d électricité a ain zaghouan nord laisse les residents d un immeuble supposé très. haut standing coincés comme des rats.pas d issus des secours et les portes principales (entrées et ss sol) sont bloquées .comment faire en cas d incendie ? Et la question la plus choquante comment ce promoteur a obtenu son autorisation de la protection civile ?					2017-02-24T07:22:42+0000	1487920962	2017-02-24 08:22:42	19	25	31	4	60	24	15	9	13	0	18	0	7	1	0	3	0	zaghouan
photo	post_user_1008279892518211	1008279892518211_1468388596507336	https://www.facebook.com/1008279892518211/posts/1468388596507336	Lei La shared ‎Tunimedia Net - تونس للإعلام‎ s photo to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16830653_1414755995256069_6554145095612525074_n.jpg?oh=f3def6908a510356b7415988e45d4175&oe=5A4DAB8F	https://scontent.xx.fbcdn.net/v/t1.0-9/16830653_1414755995256069_6554145095612525074_n.jpg?oh=8a6f5c94519104be4158397e7014dec2&oe=5A5BC2E4	https://www.facebook.com/TunimediaNet/photos/a.883533228378351.1073741828.883430571721950/1414755995256069/?type=3	facebook.com	2017-02-24T12:41:37+0000	1487940097	2017-02-24 13:41:37	4	1	4	1	6	1	1	0	1	0	4	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1467182846627911	https://www.facebook.com/1008279892518211/posts/1467182846627911	قابس اليوم  لا للتلوث لا للارهاب الصناعي  لا للفسفوجيبس  نطالب بحقنا في الحياة	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16865025_388652361503052_2161123839395524948_n.jpg?oh=9e8ae367d4c1dea6443d8f8c200db175&oe=5A531BE9	https://scontent.xx.fbcdn.net/v/t1.0-9/16865025_388652361503052_2161123839395524948_n.jpg?oh=8462d273ff5850dd3e59fa5e3239a6ab&oe=5A1BFB74	https://www.facebook.com/photo.php?fbid=388652361503052&set=gm.1467182846627911&type=3	facebook.com	2017-02-23T11:21:46+0000	1487848906	2017-02-23 12:21:46	8	1	8	0	9	1	1	0	1	0	7	0	0	0	0	0	0	gabes
video	post_user_1008279892518211	1008279892518211_1467852259894303	https://www.facebook.com/1008279892518211/posts/1467852259894303	Najah Mbarek Gouadria shared ‎الصفحة الرسمية لولاية قفصة‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16909381_1468811593131659_3563590749821861888_n.jpg?oh=3492d4717a32231c463df04d97aae1d9&oe=5A1C8FD3	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16909381_1468811593131659_3563590749821861888_n.jpg?oh=d80e2aaa5708ae55161b58640f630645&oe=5A4E77F1	https://www.facebook.com/Gouvernorat.De.Gafsa/videos/1468809263131892/	facebook.com	2017-02-23T23:11:12+0000	1487891472	2017-02-24 00:11:12	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	gafsa
status	post_user_1008279892518211	1008279892518211_1467560049923524	https://www.facebook.com/1008279892518211/posts/1467560049923524	تونس العاصمة : سيتم خلال ساعة فتح نهج جمال عبد الناصر للعموم بعد اشهر من الاغلاق					2017-02-23T18:17:25+0000	1487873845	2017-02-23 19:17:25	29	11	35	1	47	11	9	2	1	0	28	5	0	1	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1466627190016810	https://www.facebook.com/1008279892518211/posts/1466627190016810	99% على الأقل من أهالي مدينة بنزرت عندهم شخص عزيز عليهم يربطهم بمقبرة العين... للأسف حال هذه المقبرة اليوم تعيس جدّا، نفايات في كل مكان، للأسف معظمها فضلات منزليّة حيث نتسائل كيف وصلت إلى هذا المكان!!! إضافة و هذا منذ زمان، المكان يعد قبلة المنحرفين أين تمارس كل أنواع الرذيلة...  يكفي حملات، السؤال! هل من حل جذري؟  فيديو: أحمد موحى					2017-02-22T22:01:22+0000	1487800882	2017-02-22 23:01:22	2	4	5	2	11	4	3	1	1	0	2	0	1	0	2	0	0	bizert
photo	post_user_1008279892518211	1008279892518211_1464821276864068	https://www.facebook.com/1008279892518211/posts/1464821276864068	صور من #القيروان هذا ما فكش التروتوار.. هذا فك الرصيف و الطريق ! بجاه ربي موش غلب موش تخلف مش جهل مش مصيبة  #سيب_الطريق !!!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16831197_1452186098174992_6232081399556535454_n.jpg?oh=e76d33582608f8efba49f2ea6e713f89&oe=5A5FE8AF	https://scontent.xx.fbcdn.net/v/t1.0-9/16831197_1452186098174992_6232081399556535454_n.jpg?oh=bdbb16602725eccc2d73aa04133a4046&oe=5A187EC4	https://www.facebook.com/326120170781596/photos/a.1200918169968454.1073741825.326120170781596/1452186098174992/?type=3	facebook.com	2017-02-21T12:45:13+0000	1487681113	2017-02-21 13:45:13	28	29	48	20	97	29	27	2	5	0	28	0	6	0	3	11	0	kairouan
photo	post_user_1008279892518211	1008279892518211_1467257546620441	https://www.facebook.com/1008279892518211/posts/1467257546620441	Rue du Liban tunis	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16729135_10209386609997300_1900637105655864148_n.jpg?oh=cf719cc7193f59df2c13669be4cb9b49&oe=5A126DCE	https://scontent.xx.fbcdn.net/v/t1.0-9/q82/s720x720/16729135_10209386609997300_1900637105655864148_n.jpg?oh=fa1952137068a2c6e4ce4d026aafb496&oe=5A47D65F	https://www.facebook.com/photo.php?fbid=10209386609997300&set=gm.1467257546620441&type=3	facebook.com	2017-02-23T12:53:27+0000	1487854407	2017-02-23 13:53:27	3	0	4	2	6	0	0	0	0	0	3	0	0	0	0	1	0	tunis
photo	post_user_1008279892518211	1008279892518211_1466257466720449	https://www.facebook.com/1008279892518211/posts/1466257466720449	المقاهي الى على رؤوس مالكيها ريشة ..في بن عروس . . ما عندو وين يمشي كبير والا صغير خاصة النساء	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16865150_1755275638134083_346939331798372488_n.jpg?oh=44a6b4666e0b9f3f010d3121910d98a8&oe=5A510C9F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16865150_1755275638134083_346939331798372488_n.jpg?oh=6d8494852087341d39de5dc4bcc123fc&oe=5A131960	https://www.facebook.com/photo.php?fbid=1755275638134083&set=gm.1466257466720449&type=3	facebook.com	2017-02-22T15:35:08+0000	1487777708	2017-02-22 16:35:08	11	4	20	3	27	4	4	0	0	0	11	1	2	0	1	5	0	benArous
photo	post_user_1008279892518211	1008279892518211_1466020336744162	https://www.facebook.com/1008279892518211/posts/1466020336744162	هذا اضواء البلدية 10h18 طريق المهدية صفاقس	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16832009_1247770908653302_8877109172196655828_n.jpg?oh=e977630c46760a6078d9bbeeef3d59fe&oe=5A1CA794	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16832009_1247770908653302_8877109172196655828_n.jpg?oh=cad08735f7f498e96b90b7ca1bc5394f&oe=5A495C81	https://www.facebook.com/photo.php?fbid=1247770908653302&set=gm.1466020336744162&type=3	facebook.com	2017-02-22T09:20:31+0000	1487755231	2017-02-22 10:20:31	1	6	6	0	12	6	4	2	4	0	1	0	2	0	0	3	0	sfax
